CLAVE,NOMBRE
2178,Consomé
2179,Consomé de camarón en polvo
2180,Consomé de pescado
2181,Consomé de pollo
2182,Consomé de pollo bajo en grasa
2183,Consomé de pollo desgarsado en polvo
2184,Consomé de pollo en cubo
2185,Consomé de pollo en polvo
2186,Consiomé de res
2187,Consomé de res condesado
2188,Consomé de res en cubo
2189,Consiomé de res en polvo
2190,Consomé de res enlatado
2191,Consomé en polvo
2192,Consomé sabor tomate
2193,Cremor tártaro
2194,Cubo consomé
2195,Curry
2196,Curry en polvo
2197,Dacaf
2198,Diet coke
2199,Diet sprite
2200,Eneldo
2201,Eneldo deshidratado
2202,Enelo en semilla
2203,Especias para sazonar aves
2204,Estragón
2205,Estragón molido
2206,Estragón seco
2207,Extracto de vainilla 
2208,Flor de jamaica
2209,Gelatina de dieta
2210,Gelatina sin azúcar preparada
2211,Gengibre
2212,Gengibre en polvo
2213,Gengibre fresco
2214,Grenetina sin sabor
2215,Hierbabuena
2216,Hierbas de olor
2217,Hierbas finas
2218,Hierbas molidas
2219,Hinojo
2220,Hoja de aguacate
2221,Hojas de laurel
2222,Jamaica
2223,Jengibre
2224,Jengibre fresco
2225,Jengibre molido
2226,Jengibre rallado
2227,Koll-Aid en polvo sin azúcar
2228,Laurel
2229,Laurel fresco
2230,Laurel troceado
2231,Levadura comprimida
2232,Levadura en polvo
2233,Levadura fresca
2234,Levadura seca
2235,Limón
2236,Limón agrio
2237,Limón sin semilla 
2238,Manzanilla fresca
2239,Manzanilla seca
2240,Mejorana
2241,Menta
2242,Menta fresca
2243,Menta molida
2244,Monster Lo-Carb Energía
2245,Mostaza
2246,Mostaza Dijón
2247,Mostaza en polvo
2248,Nuez moscada
2249,Nuez moscada molida
2250,Nutra sweet
2251,Orange crush diet
2252,Orégano 
2253,Orégano molido
2254,Orégano troceado
2255,Paprika
2256,Pepsi de dieta
2257,Pepsi Max
2258,Perejil deshidratado
2259,Pimentón
2260,Pimienta
2261,Pimienta blanca
2262,Pimienta blanca en polvo
2263,Pimienta blanaca entera
2264,Pimienta blanaca molida
2265,Pimienta de cayena
2266,Pimienta de tabasco
2267,Pimienta gorda
2268,Pimienta molida
2269,Pimienta negra
2270,Pimienta negra en polvo
2271,Pimienta negra entera
2272,Pimienta nagra molida
2273,Pimienta roja
2274,Pimienta verde
2275,Raíz de jengibre
2276,Raíz fuerte
2277,Raja de canela
2278,Ralladura de limón
2279,Ralladura de naranja
2280,Red Bull sugar free*
2281,Refresco de dieta
2282,Refresco en polvo sin azúcar
2283,Romero
2284,Romero deshidratado
2285,Romeo picado
2286,Sal
2287,Sal de ajo
2288,Sal de apio
2289,Sal de potasio
2290,Salsa de barbecue
2291,Salsa de soya
2292,Salsa inglesa
2293,Salsa Tabasco
2294,Salsa teriyaki
2295,Salvia
2296,Semilla de anís
2297,Semilla de apio
2298,Semilla de cardamomo
2299,Semilla de cilantro
2300,Semilla de eneldo
2301,Semilla de mosraza
2302,Sidral de dieta
2303,Sidral light
2304,Squirt de dieta
2305,Squirt light
2306,Tomillo
2307,Vainilla
2308,Vainilla en trozo
2309,Vinagre
2310,Vinagre balsámico
2311,Vinagre blanco
2312,Vinagre de caña
2313,Vinagre de fruta
2314,Vinagre de jeréz
2315,Viangre de manzana
2316,Vinagre de sidra
2317,Vinagre de vino
2318,Vinagre de yema
2319,Aguardiente
2320,Anís dulce seco
2321,Brandy
2322,Cerveza
2323,Cerveza ligth
2324,Champaña
2325,Coñac
2326,Crema de menta
2327,Ginebra
2328,Licor 100° proof
2329,Licor 94° proof
2330,Licor 90° proof
2331,Licor 86° proof
2332,Licor 80° proof
2333,Licor de almendras
2334,Licor de café
2335,Licor de café con crema
2336,Licor de café con whiskey
2337,Licor de naranja
2338,Oporto
2339,Pulque
2340,Rompope
2341,Ron blanco o añejo
2342,Sidra
2343,Tequila
2344,Vermouth seco
2345,Vino (12.2 % alcohol)
2346,Vino blanco dulce
2347,Vino blanco seco
2348,Vino de manzana
2349,Vino de meza
2350,Vino espumoso
2351,Vino rosado
2352,Vino tinto
2353,Vodka
2354,Whisky
2355,Sofúl LT fresa con                  Lactobacillus casei shirota
2356,Sofúl LT mango  con                            Lactobacillus casei shirota
2357,Sofúl LT manzana con                     Lactobacillus casei shirota
2358,Sofúl 40LT  con                       Lactobacillus casei shirota*
2359,Sofúl LT natural con Lactobacillus casei Shirota
2360,Sofúl bebible fresa con Lactobacillus casei Shirota
2361,Sofúl bebible mango con Lactobacillus casei Shirota
2362,Sofúl bebible natural con Lactobacillus casei Shirota
2363,Sofúl  con Lactobacillus casei Shirota*
